Nota;Fecha;Medio;Tema;Subtema;Sub-subtema;Link
Ciclistas ven favorable el carril bus bici;22/07/2022;Meganoticias;Bicicleta;Ciclovía;Infraestructura;https://www.meganoticias.mx/guadalajara/noticia/ciclistas-ven-favorable-el-proyecto-bus-bici/346484
Avanza proyecto de 'BusBici' por avenida Hidalgo en Guadalajara;22/07/2022;Milenio;Bicicleta;Ciclovía;Infraestructura;https://www.milenio.com/politica/comunidad/guadalajara-avanza-proyecto-busbici-avenida-hidalgo
Conductores de camiones consideran difícil maniobrar con carril bicibus de Hidalgo;22/07/2022;Notisistema;Bicicleta;Ciclovía;Infraestructura;https://www.notisistema.com/noticias/conductores-de-camiones-consideran-dificil-maniobrar-con-carril-bicibus-de-hidalgo/
Automovilistas que circulan por avenida Hidalgo opinan sobre el carril confinado del Bici-Bus;22/07/2022;Notisistema;Bicicleta;Ciclovía;Infraestructura;https://www.notisistema.com/noticias/automovilistas-que-circulan-por-avenida-hidalgo-opinan-sobre-el-carril-confinado-del-bici-bus/
Continúa el proyecto del BusBici por avenida Hidalgo;18/07/2022;Notisistema;Bicicleta;Ciclovía;Infraestructura;https://www.notisistema.com/noticias/continua-el-proyecto-del-busbici-por-avenida-hidalgo/
Viajes de MiBici crecen en 29%;17/07/2022;Mural;Bicicleta;Bici pública;Servicio;https://www.mural.com.mx/viajes-de-mibici-crecen-en-29/ar2438005?v=2
Aumenta el uso de bicicletas públicas en la AMG más de 11 viajes diarios;17/07/2022;Quadratin;Bicicleta;Bici pública;Servicio;https://www.debate.com.mx/guadalajara/Aumenta-el-uso-de-bicicletas-publicas-en-zona-de-Guadalajara-mas-de-11-mil-viajes-diarios-20220717-0252.html
Ciclistas reconocen avances en infraestructura del AMG pero solicitan mayor seguridad en movilidad;14/07/2022;Telediario;Bicicleta;Ciclovías;Infraestructura;https://www.telediario.mx/comunidad/ciclistas-reconocen-avances-en-infraestructura-del-amg
Ciclistas admiten la falta de fortalecimiento en la movilidad multimodal en el AMG;13/07/2022;Milenio;Bicicleta;Ciclovías;Infraestructura;https://www.milenio.com/politica/comunidad/amg-ciclistas-admiten-falta-fortalecimiento-movilidad
MiBici, sin recuperar nivel de viajes previo a pandemia;13/07/2022;NTR Guadalajara;Bicicleta;Bici pública;Servicio;https://www.ntrguadalajara.com/post.php?id_nota=184724
Millennials, los que más usan MiBici;13/07/2022;El Informador;Bicicleta;Bici pública;Servicio;https://www.informador.mx/jalisco/Millenials-son-quienes-mas-utilizan-MiBici-en-el-primer-semestre-del-ano-20220713-0148.html
La ciclovía de Javier Mina será de la Calzada Independencia al Parque Solidaridad.;11/07/2022;Canal 44;Bicicleta;Ciclovías;Infraestructura;https://www.youtube.com/watch?app=desktop&v=y7ZVcVaoOLQ
Muevan a la banqueta la ciclovía de Guadalupe;11/07/2022;Pagina 24;Bicicleta;Ciclovía;Rechazo;https://pagina24jalisco.com.mx/2022/07/11/local/muevan-a-la-banqueta-la-ciclovia-de-guadalupe/
Crece MiBici, pero usuarios solicitan más estaciones;11/07/2022;El Informador;Bicicleta;Bici pública;Servicio;https://www.informador.mx/jalisco/Crece-MiBici-pero-usuarios-solicitan-mas-estaciones-20220711-0035.html
TIRÁN ÁRBOLES PARA LA CONSTRUCCIÓN DE LA CICLOVÍA EN JOCOTEPEC;11/07/2022;Seminario laguna;Bicicleta;Ciclovía;Tala;http://semanariolaguna.com/67931/
A finales de julio se segregará un carril de Hidalgo para Busbici;08/07/2022;Notisistema;Bicicleta;Ciclovía;Infraestructura;https://www.notisistema.com/noticias/a-finales-de-julio-se-segregara-un-carril-de-hidalgo-para-busbici/
Crece inseguridad en torno a ciclistas;01/07/2022;Mural;Bicicleta;Ciclistas;Inseguridad;https://www.mural.com.mx/crece-inseguridad-en-torno-a-ciclistas/ar2429371?v=2
Construirán parvial-ciclovía en las avenida Juárez e Hidalgo;28/06/2022;Notisistema;Bicicleta;Ciclovía;Infraestructura;https://www.notisistema.com/noticias/construiran-parvial-ciclovia-en-las-avenida-juarez-e-hidalgo/
Ruta 44 | Ciclovías en la metrópoli, ¿alternativas de movilidad?;20/06/2022;Canal 44;Bicicleta;Ciclovía;Rechazo;https://www.youtube.com/watch?app=desktop&v=1ZITzmq0d00
Ahora sí nos ven': ruedan desnudos en GDL;11/06/2022;Mural;Bicicleta;Rodada;Colectivo ciudadanos;https://www.mural.com.mx/ahora-si-nos-ven-ruedan-desnudos-en-gdl/ar2418626
Llevan la Vía RecreActiva a colonias de Zapopan;11/06/2022;NTR Guadalajara;Bicicleta;Vía recreactiva;Servicio;https://www.ntrguadalajara.com/post.php?id_nota=183269
Más de 2 mil ciclistas al desnudo recorrerán 23 kilómetros, en edición 11 del World Naked Bike Ride;09/06/2022;Canal 44;Bicicleta;Rodada;Colectivo ciudadanos;https://www.youtube.com/watch?app=desktop&v=MzmY5l1CyRw
Piden modificar vía recreativa de Mariano Otero y Periférico;07/06/2022;Trafico ZMG;Bicicleta;Vía recreactiva;Trazo;https://traficozmg.com/2022/06/piden-modificar-via-recreativa-de-mariano-otero-y-periferico/
Seis ciclistas han muerto en 9 años en Puerto Vallarta por automovilistas “imprudentes”;06/06/2022;Canal 44;Bicicleta;Siniestralidad;Bici blanca;https://www.youtube.com/watch?v=8KjEsaz-fCA
Ciclovías en la ZMG: Un camino de obstáculos;06/06/2022;Mural;Bicicleta;Ciclovía;Infraestructura;https://www.mural.com.mx/ciclovias-en-la-zmg-un-camino-de-obstaculos/fg112451?v=2
Van a pedalear desnudos por sus derechos;06/06/2022;Mural;Bicicleta;Acciones;Rodada;https://www.mural.com.mx/van-a-pedalear-desnudos-por-sus-derechos/ar2415076
Usuarios de Mi Bici denuncian que la calidad del servicio «va en picada»;06/06/2022;Lider 919;Bicicleta;Bici pública;Servicio;https://lider919.com/usuarios-de-mi-bici-denuncian-que-la-calidad-del-servicio-va-en-picada
Ciclovías sí reflejan un aumento en usuarios de bicicletas;05/06/2022;Mural;Bicicleta;Ciclovía;Infraestructura;https://www.mural.com.mx/ciclovias-si-reflejan-un-aumento-en-usuarios-de-bicicletas/ar2414743?v=2
Falta mayor inversión en ciclovías y programas que incentiven uso de la bicicleta;04/06/2022;NTR Guadalajara;Bicicleta;Ciclovía;Infraestructura;https://www.ntrguadalajara.com/post.php?id_nota=182980
La bicicleta blanca, más que un homenaje a los ciclistas fallecidos;03/06/2022;El Informador;Bicicleta;Siniestralidad;Bici blanca;https://www.informador.mx/estilo/La-bicicleta-fantasma-y-la-triste-historia-su-significado-20220603-0085.html
Mayoría de muertes de ciclistas por falta de prudencia de automovilistas;03/06/2022;Quadratin;Bicicleta;Siniestralidad;Coches;https://jalisco.quadratin.com.mx/principal/mayoria-de-muertes-de-ciclistas-por-falta-de-prudencia-de-automovilistas/
Alertan a ciclistas sobre peligros viales y de seguridad;03/06/2022;NTR Guadalajara;Bicicleta;Siniestralidad;Inseguridad;https://www.ntrguadalajara.com/post.php?id_nota=182950
Recomendaciones de la Policía vial para ciclistas;03/06/2022;Lider 919;Bicicleta;Educación vial;Leyes;https://lider919.com/recomendaciones-de-la-policia-vial-para-ciclistas
CICLOVÍAS GENERAN 42 MIL VIAJES DIARIOS EN AMG;03/06/2022;Pasajero 7;Bicicleta;Ciclovía;Servicio;http://www.pasajero7.com/ciclovias-generan-42-mil-viajes-diarios-en-amg/
Ciclovía de avenida Guadalupe debe mantenerse en las condiciones en que está, defienden colectivos ciclistas;02/06/2022;Crónica Jalisco;Bicicleta;Ciclovía;Rechazo;https://www.cronicajalisco.com/notas-ciclovia_de_avenida_guadalupe_debe_mantenerse_en_las_condiciones_en_que_esta_defienden_colectivos_ciclistas-115769-2022
Revelan la estación más usada, el viaje favorito y el perfil de los usuarios de MiBici;02/06/2022;El Informador;Bicicleta;Bici pública;Servicio;https://www.informador.mx/jalisco/MiBici-Revelan-la-estacion-mas-usada-el-viaje-favorito-y-el-perfil-de-los-usuarios-20220602-0140.html
Incluso por la vía legal, vecinos de Avenida Guadalupe insistirán para “modificar” ciclovía;31/05/2022;UDGTV;Bicicleta;Ciclovía;Rechazo;https://udgtv.com/noticias/incluso-via-legal-vecinos-avenida-guadalupe-insistiran-modificar-ciclovia/
Vecinos dan ultimátum a ciclovía de Av. Guadalupe;31/05/2022;NTR Guadalajara;Bicicleta;Ciclovía;Rechazo;https://www.ntrguadalajara.com/post.php?id_nota=182797
Colonos de Av. Guadalupe señalan que 86 mil personas circulan por esa vía al día y apenas 511 son ciclistas;31/05/2022;Crónica Jalisco;Bicicleta;Ciclovía;Rechazo;https://www.cronicajalisco.com/notas-colonos_de_av_guadalupe_senalan_que_86_mil_personas_circulan_por_esa_via_al_dia_y_apenas_511_son_ciclistas-115729-2022
Provoca confusión tramo de ciclovía en avenida Guadalupe;27/05/2022;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/provoca-confusion-tramo-de-ciclovia-en-avenida-guadalupe/
Sólo 6% de ciclistas son mujeres en el AMG;26/05/2022;Mural;Bicicleta;Uso;Género;https://www.mural.com.mx/solo-6-de-ciclistas-son-mujeres-en-el-amg/ar2409885?v=3
Ciclovía en avenida de los Poetas, totalmente descuidada;25/05/2022;Tribuna de la Bahia;Bicicleta;Ciclovía;Mantenimiento;https://tribunadelabahia.com.mx/ciclovia-los-poetas-descuidada-55543
Ciclistas ven riesgo al pasar por avenida Adolf Horn debido a las obras;24/05/2022;Milenio;Bicicleta;Seguridad vial;Varios;https://www.milenio.com/policia/avenida-adolf-horn-ciclistas-afectados-obras-via
Dejan Sin Ciclovía La Calle Niza Ciclistas;19/05/2022;Reporte diario;Bicicleta;Ciclovía;Infraestructura;https://www.reportediario.com.mx/noticias/puerto-vallarta/dejan-sin-ciclovia-la-calle-niza-ciclistas
En descuido algunos tramos de la ciclovía de avenida Juan Palomar;19/05/2022;Notisistema;Bicicleta;Ciclovía;Mantenimiento;https://www.notisistema.com/noticias/en-descuido-algunos-tramos-de-la-ciclovia-de-avenida-juan-palomar/
Vecinos de la Zona Guadalupe Poniente revisarán los datos del uso de la ciclovía;05/05/2022;Lider 919;Bicicleta;Ciclovía;Rechazo;https://lider919.com/vecinos-de-la-zona-guadalupe-poniente-revisaran-los-datos-del-uso-de-la-ciclovia
Rechazan vecinos de Guadalupe estudio de Zapopan sobre ciclovía;05/05/2022;Meganoticias;Bicicleta;Ciclovía;Rechazo;https://www.meganoticias.mx/guadalajara/noticia/rechazan-vecinos-de-guadalupe-estudio-de-zapopan-sobre-ciclovia/326515
Habría rutas alternas a la ciclovía de avenida Guadalupe;04/05/2022;NTR Guadalajara;Bicicleta;Ciclovía;Rechazo;https://www.ntrguadalajara.com/post.php?id_nota=181587
De poco sirvió la reunión entre vecinos de avenida Guadalupe y Alcalde de Zapopan;04/05/2022;Notisistema;Bicicleta;Ciclovía;Rechazo;https://www.notisistema.com/noticias/de-poco-sirvio-la-reunion-entre-vecinos-de-avenida-guadalupe-y-alcalde-de-zapopan/
Reaccionan vecinos opositores a la ciclovía de Guadalupe;03/05/2022;Mural;Bicicleta;Ciclovía;Rechazo;https://www.mural.com.mx/reaccionan-vecinos-opositores-a-la-ciclovia-de-guadalupe/ar2396370?v=2
Ciclovía de Guadalupe se queda, insiste Juan José Frangie;03/05/2022;NTR Guadalajara;Bicicleta;Ciclovía;Rechazo;https://www.ntrguadalajara.com/post.php?id_nota=181546
Se queda la ciclovía de la avenida Guadalupe;03/05/2022;Quadratin;Bicicleta;Ciclovía;Rechazo;https://jalisco.quadratin.com.mx/principal/se-queda-la-ciclovia-de-la-avenida-guadalupe/
No hay marcha atrás con ciclovia de Av. Guadalupe;03/05/2022;Meganoticias;Bicicleta;Ciclovía;Rechazo;https://www.meganoticias.mx/guadalajara/noticia/no-hay-marcha-atras-con-ciclovia-de-av-guadalupe/325722
Colectivos ciclistas aplauden que la ciclovía de avenida Guadalupe se quede sin cambios;03/05/2022;Canal 44;Bicicleta;Ciclovía;Rechazo;https://www.youtube.com/watch?app=desktop&v=-FttnbBjeuA
Descartan modificaciones a la ciclovía de la Avenida Guadalupe;03/05/2022;Canal 44;Bicicleta;Ciclovía;Rechazo;https://www.youtube.com/watch?app=desktop&v=r75Hn99Yk6k
Agradecen grupos ciclistas que Ayuntamiento zapopano mantenga ciclovía de Av. Guadalupe sin cambios;03/05/2022;Crónica Jalisco;Bicicleta;Ciclovía;Rechazo;https://www.cronicajalisco.com/notas-agradecen_grupos_ciclistas_que_ayuntamiento_de_zapopan_mantenga_ciclovia_de_avenida_guadalupe_sin_cambios-115177-2022
Vecinos de la ciclovía de Guadalupe piden al alcalde que les dé la cara;03/05/2022;Lider 919;Bicicleta;Ciclovía;Rechazo;https://lider919.com/vecinos-de-la-ciclovia-de-guadalupe-piden-al-alcalde-que-les-de-la-cara
Colectivos celebraron que ayuntamiento descarte modificaciones a la zona de la ciclovía de Guadalupe;03/05/2022;Lider 919;Bicicleta;Ciclovía;Rechazo;https://lider919.com/colectivos-celebraron-que-ayuntamiento-descarte-modificaciones-a-la-zona-de-la-ciclovia-de-guadalupe
Frangie no modificará la ciclovía en Zapopan, buscará otras alternativas;03/05/2022;Milenio;Bicicleta;Ciclovía;Rechazo;https://www.milenio.com/politica/comunidad/zapopan-frangie-modificara-ciclovia-buscara-alternativas
Uso de rutas alternas, solución para caos vial en Av. Guadalupe: Frangie;03/05/2022;EL Informador;Bicicleta;Ciclovía;Rechazo;https://www.informador.mx/jalisco/Zapopan-Uso-de-rutas-alternas-solucion-para-caos-vial-en-Avenida-Guadalupe-Frangie-20220503-0092.html
Frangie dice no a modificar la ciclovía en Zapopan y vecinos enfurecen;03/05/2022;Publimetro;Bicicleta;Ciclovía;Rechazo;https://www.publimetro.com.mx/jalisco/2022/05/03/ciclovia-en-zapopan-pone-entre-la-espada-y-la-pared-al-ayuntamiento/
Instalan mantas en desacuerdo con ciclovía de avenida Guadalupe;03/05/2022;Notisistema;Bicicleta;Ciclovía;Rechazo;https://www.notisistema.com/noticias/instalan-mantas-en-desacuerdo-con-ciclovia-de-avenida-guadalupe/
Eran inviables los cambios que sugerían vecinos a la ciclovía de avenida Guadalupe;03/05/2022;Notisistema;Bicicleta;Ciclovía;Rechazo;https://www.notisistema.com/noticias/eran-inviables-los-cambios-que-sugerian-vecinos-a-la-ciclovia-de-avenida-guadalupe/
Frangie sí sostendrá reunión con vecinos para revisar tema de la ciclovía;03/05/2022;Notisistema;Bicicleta;Ciclovía;Rechazo;https://www.notisistema.com/noticias/frangie-si-sostendra-reunion-con-vecinos-manana-para-revisar-tema-de-la-ciclovia/
Decepciona a vecinos la decisión de mantener sin cambios la ciclovía de avenida Guadalupe;03/05/2022;Notisistema;Bicicleta;Ciclovía;Rechazo;https://www.notisistema.com/noticias/decepciona-a-vecinos-la-decision-de-mantener-sin-cambios-la-ciclovia-de-avenida-guadalupe/
¡Dan ultimátum a Juan Frangie sobre ciclovía!;03/05/2022;Pagina 24;Bicicleta;Ciclovía;Rechazo;https://pagina24jalisco.com.mx/2022/05/03/local/dan-ultimatum-a-juan-frangie-sobre-ciclovia/
Con ciclovía de avenida Guadalupe bajaron 80% los accidentes: Zapopan;03/05/2022;Notisistema;Bicicleta;Ciclovía;Siniestralidad;https://www.notisistema.com/noticias/con-ciclovia-de-avenida-guadalupe-bajaron-80-los-accidentes-zapopan/
Ruedan a favor de Ciclovía de Guadalupe;30/04/2022;Mural;Bicicleta;Ciclovía;Rechazo;https://www.mural.com.mx/ruedan-a-favor-de-ciclovia-de-guadalupe/ar2394924?v=2
Vecinos a favor de modificaciones a ciclovía de Guadalupe;29/04/2022;Meganoticias;Bicicleta;Ciclovía;Rechazo;https://www.meganoticias.mx/guadalajara/noticia/vecinos-a-favor-de-modificaciones-a-ciclovia-de-guadalupe/325108
Sin acuerdos sobre posibles cambios a ciclovía de avenida Guadalupe;29/04/2022;Notisistema;Bicicleta;Ciclovía;Rechazo;https://www.notisistema.com/noticias/sin-acuerdos-sobre-posibles-cambios-a-ciclovia-de-avenida-guadalupe/
Amigos y colectivos rinden homenaje al 'Cheto', ciclista atropellado por el transporte público;28/04/2022;Milenio;Bicicleta;Siniestralidad;Acciones;https://www.milenio.com/politica/comunidad/gdl-amigos-colectivos-rinden-homenaje-cheto-ciclista-atropellado
El sistema MiBici Pública ha fallado por tres días;28/04/2022;Mural;Bicicleta;Bici pública;Servicio;https://www.mural.com.mx/el-sistema-mibici-publica-ha-fallado-por-tres-dias/ar2393878?v=2
Colectivos ciclistas piden a Zapopan, no ceder en modificación de ciclovía de avenida Guadalupe;28/04/2022;Lider 919;Bicicleta;Ciclovía;Varios;https://lider919.com/colectivos-ciclistas-piden-a-zapopan-no-ceder-en-modificacion-de-ciclovia-de-avenida-guadalupe
Zapopan analiza modificación a ciclovía de avenida Guadalupe;25/04/2022;Meganoticias;Bicicleta;Ciclovía;Rechazo;https://www.meganoticias.mx/guadalajara/noticia/zapopan-analiza-modificacion-a-ciclovia-de-avenida-guadalupe/323731
Pide Morena ampliar Mi Bici al oriente de la ciudad;21/04/2022;Lider 919;Bicicleta;Bici pública;Servicio;https://lider919.com/pide-morena-ampliar-mi-bici-al-oriente-de-la-ciudad
Falta perspectiva de género en programa MiBici;19/04/2022;NTR Guadalajara;Bicicleta;Bici pública;Genero;https://www.ntrguadalajara.com/post.php?id_nota=180953
Ojo drone: Vía Recreactiva en GDL;17/04/2022;Mural;Bicicleta;Vía recreactiva;Varios;https://www.youtube.com/watch?v=unDYEurWyK0&t=24s
“Que ‘Mi Bici’ se amplíe al oriente de la ciudad”;14/04/2022;Pagina 24;Bicicleta;Bici pública;Infraestructura;https://pagina24jalisco.com.mx/2022/04/14/local/que-mi-bici-se-amplie-al-oriente-de-la-ciudad/
Piden usuarios maás puntos mi bici;13/04/2022;Mural;Bicicleta;Bici pública;Infraestructura; 
¿Usas la ciclopista de la avenida Federalismo? Esto te interesa;13/04/2022;El Occidental;Bicicleta;Ciclovía;Varios;https://www.eloccidental.com.mx/local/usas-la-ciclopista-de-la-avenida-federalismo-esto-te-interesa-8135604.html
Que se mueva la ciclovía de la avenida Guadalupe;11/04/2022;Pagina 24;Bicicleta;Ciclovía;Rechazo;https://pagina24jalisco.com.mx/2022/04/12/local/que-se-mueva-la-ciclovia-de-la-avenida-guadalupe/
Afirman que ciclovía de avenida Guadalupe es demasiado ancha;11/04/2022;Notisistema;Bicicleta;Ciclovía;Rechazo;https://www.notisistema.com/noticias/afirman-que-ciclovia-de-avenida-guadalupe-es-demasiado-ancha/
Se queda la ciclovia de Av. Guadalupe: Juan José Frangie;11/04/2022;Lider 919;Bicicleta;Ciclovía;Varios;https://lider919.com/se-queda-la-ciclovia-de-av-guadalupe-juan-jose-frangie
Busca Zapopan acuerdo por ciclovía en avenida Guadalupe;10/04/2022;NTR Guadalajara;Bicicleta;Ciclovía;Varios;https://www.ntrguadalajara.com/post.php?id_nota=180594
Piden habitantes de Zapopan cerrar ciclovía de avenida Guadalupe;09/04/2022;Milenio;Bicicleta;Ciclovía;Varios;https://www.milenio.com/politica/comunidad/zapopan-habitantes-piden-cerrar-ciclovia-avenida-guadalupe
Llegan a acuerdos y ajustarían ciclovía de Guadalupe;08/04/2022;Mural;Bicicleta;Ciclovía;Infraestructura;https://www.mural.com.mx/llegan-a-acuerdos-y-ajustarian-ciclovia-de-guadalupe/ar2382282?v=2
Movilidad: Se cancela manifestación en Guadalupe Inn, Zapopan;08/04/2022;El Informador;Bicicleta;Ciclovía;Varios;https://www.informador.mx/jalisco/Movilidad-Se-cancela-manifestacion-en-Guadalupe-Inn-Zapopan-20220408-0131.html
Vecinos de la zona de Chapalita suspendieron manifestación para pedir se modifiqué la ciclovía;08/04/2022;El Occidental;Bicicleta;Ciclovía;Varios;https://www.eloccidental.com.mx/local/vecinos-de-la-zona-de-chapalita-suspendieron-manifestacion-para-pedir-se-modifique-la-ciclovia-8114509.html
"Pese a inconformidad sigue ciclocía en Av. Guadalupe; Frangie";08/04/2022;Meganoticias;Bicicleta;Ciclovía;Varios;https://www.meganoticias.mx/guadalajara/noticia/pese-a-inconformidad-sigue-ciclocia-en-av-guadalupe-frangie/320118
Cancelan manifestación en avenida Guadalupe tras reunión con alcalde;08/04/2022;Meganoticias;Bicicleta;Ciclovía;Varios;https://www.meganoticias.mx/guadalajara/noticia/cancelan-manifestacion-en-avenida-guadalupe-tras-reunion-con-alcalde/320137
Vecinos de avenida Guadalupe cancelan manifestación por ciclovía;08/04/2022;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/vecinos-de-avenida-guadalupe-cancelan-manifestacion-por-ciclovia/
El Ayuntamiento tapatío impulsa actividad física y cultura vial con Biciescuela;03/04/2022;El Informador;Bicicleta;Educación vial;Bici escuela;https://www.informador.mx/jalisco/El-Ayuntamiento-tapatio-impulsa-actividad-fisica-y-cultura-vial-con-Biciescuela-20220403-0039.html
¡Impactante! Niña ciclista sobrevive tras ser atropellada en Guadalajara (VIDEO);30/03/2022;El Informador;Bicicleta;Siniestralidad;Varios;https://www.informador.mx/jalisco/Impactante-Nina-ciclista-es-arrollada-por-una-camioneta-en-Guadalajara-VIDEO-20220330-0122.html
Proponen construir en banqueta la ciclovía de avenida Javier Mina;29/03/2022;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/proponen-construir-en-banqueta-la-ciclovia-de-avenida-javier-mina/
"Llevan caso de ciclovía de avenida Guadalupe a Derechos Humanos; buscan reubicarla";28/03/2022;El Informador;Bicicleta;Ciclovía;Rechazo;https://www.informador.mx/jalisco/Llevan-caso-de-ciclovia-de-avenida-Guadalupe-a-Derechos-Humanos-buscan-reubicarla-20220328-0095.html
Opositores a ciclovía de Javier Mina presentarán queja ante CEDHJ;28/03/2022;Notisistema;Bicicleta;Ciclovía;Rechazo;https://www.notisistema.com/noticias/opositores-a-ciclovia-de-javier-mina-presentaran-queja-ante-cedhj/
Inconformes con ciclovía de avenida Guadalupe acuden a la CEDHJ;28/03/2022;Notisistema;Bicicleta;Ciclovía;Rechazo;https://www.notisistema.com/noticias/inconformes-con-ciclovia-de-avenida-guadalupe-acuden-a-la-cedhj/
“¡Muevan la ciclovía de la avenida Guadalupe!”;28/03/2022;Pagina 24;Bicicleta;Ciclovía;Rechazo;https://pagina24jalisco.com.mx/2022/03/28/local/muevan-la-ciclovia-de-la-avenida-guadalupe/
Automovilistas rechazan ciclovía de avenida Javier Mina;25/03/2022;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/automovilistas-rechazan-ciclovia-de-avenida-javier-mina/
Guadalajara lanza programa Bici Escuela, para enseñar a andar en bici;22/03/2022;Lider 919;Bicicleta;Educación;Biciescuela;https://lider919.com/guadalajara-lanza-programa-bici-escuela-para-ensenar-a-andar-en-bici
Los transportistas también se quejan de las ciclovías;22/03/2022;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/los-transportistas-tambien-se-quejan-de-las-ciclovias/
Conductores reprueban carril para Bus-Bici;22/03/2022;NTR Guadalajara;Bicicleta;Ciclovía;Varios;https://www.ntrguadalajara.com/post.php?id_nota=179781
"BusBici: Ciclistas serán confinados al carril del Trolebús; obras comienzan en dos meses";17/03/2022;El Informador;Bicicleta;Ciclovía;Infraestructura;https://www.informador.mx/jalisco/BusBici-Ciclistas-seran-confinados-al-carril-del-Trolebus-obras-comienzan-en-dos-meses-20220317-0109.html
Guadalajara: Ciclistas y automovilistas ven con buenos ojos BusBici de Hidalgo;16/03/2022;El Informador;Bicicleta;Ciclovía;Varios;https://www.informador.mx/jalisco/Guadalajara-Ciclistas-y-automovilistas-ven-con-buenos-ojos-BusBici-de-Hidalgo-20220316-0141.html
Que respeten el sentido de la calle piden vecinos a usuarios de la ciclovía de avenida Guadalupe;16/03/2022;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/que-respeten-el-sentido-de-la-calle-piden-vecinos-a-usuarios-de-la-ciclovia-de-avenida-guadalupe/
Las fallas en la seguridad vial para ciclistas;15/03/2022;Mural;Bicicleta;Seguridad vial;Fallas;https://www.mural.com.mx/las-fallas-en-la-seguridad-vial-para-ciclistas/ar2366656?referer=--7d616165662f3a3a6262623b78606774793b767a783b786d3a--
Habrá ciclovía en la avenida Javier Mina y carril bus bici en avenida Hidalgo;15/03/2022;Cronica Jalisco;Bicicleta;Ciclovía;Infraestructura;https://www.cronicajalisco.com/notas-habra_ciclovia_en_la_avenida_javier_mina_y_carril_bus_bici_en_avenida_hidalgo-114139-2022
“¡Quiten la ciclovía de Guadalupe!”;15/03/2022;Pagina 24;Bicicleta;Ciclovía;Varios;https://pagina24jalisco.com.mx/2022/03/15/local/quiten-la-ciclovia-de-guadalupe/
Ciclovía de avenida Guadalupe, una de las que más tráfico genera;14/03/2022;Notisistema;Bicicleta;Ciclovía;Congestionamiento;https://www.notisistema.com/noticias/ciclovia-de-avenida-guadalupe-una-de-las-que-mas-trafico-genera/
Urgen más infraestructura ciclista tras muerte;06/03/2022;Mural;Bicicleta;Siniestralidad;Bici blanca;https://www.mural.com.mx/urgen-mas-infraestructura-ciclista-tras-muerte/ar2362053?v=2
Califican positiva la implementación de la biciescuela;03/03/2022;Meganoticias;Bicicleta;Educación;Bici escuela;https://www.meganoticias.mx/guadalajara/noticia/califican-positiva-la-implementacion-de-biciescuela/311471
Inauguran escuela para enseñar a niños a ser ciclistas;03/03/2022;Notisistema;Bicicleta;Educación;Bici escuela;https://www.notisistema.com/noticias/inauguran-escuela-para-ensenar-a-ninos-a-ser-ciclistas/
Presentan GDL y Zapopan biciescuela en La Normal;02/03/2022;El Occidental;Bicicleta;Educación;Bici escuela;https://www.eloccidental.com.mx/local/presentan-gdl-y-zapopan-biciescuela-en-la-normal-7938017.html
¡Desairan las bicis! Ciclovías y programas públicos no le bastan a tapatíos para usar las bicicletas;24/02/2022;Publimetro;Bicicleta;Uso;Informes;https://www.publimetro.com.mx/jalisco/2022/02/24/ciclovias-y-programas-publicos-no-le-bastan-a-los-tapatios-para-comenzar-a-usar-las-bicicletas/
Suma 3 millones de viajes MiBici;17/02/2022;Mural;Bicicleta;Bici pública;Servicio;https://www.mural.com.mx/suma-3-millones-de-viajes-mibici/ar2351257
Presentan ampliación de 5 kilómetros de la Vía Recreativa de Guadalajara y conexión con Zapopan;14/02/2022;Canal 44;Bicicleta;Vía recreactiva;Servicio;https://www.youtube.com/watch?v=Hlth66wMba0
Guadalajara y Zapopan amplían la Vía RecreActiva 5 kilómetros ;14/02/2022;El Informador;Bicicleta;Vía recreactiva;Servicio;https://www.informador.mx/jalisco/Guadalajara-y-Zapopan-amplian-la-Via-RecreActiva-5-kilometros-20220214-0030.html
Policía Vial multa a 67 conductores por invadir ciclovía de Periférico;13/02/2022;El Informador;Bicicleta;Ciclovía;Invasión;https://www.informador.mx/jalisco/Policia-Vial-multa-a-67-conductores-por-invadir-ciclovia-de-Periferico-20220213-0074.html
"Amplían Vía RecreActiva; conductores se molestan";13/02/2022;NTR Guadalajara;Bicicleta;Vía recreactiva;Varios;https://www.ntrguadalajara.com/post.php?id_nota=178196
Ajustan rutas de transporte por ampliación de Vía Recreactiva;11/02/2022;Trafico ZMG;Bicicleta;Vía recreactiva;Transporte público;https://traficozmg.com/2022/02/ajustan-rutas-de-transporte-por-ampliacion-de-via-recreactiva/
Don Antonio aprovecha programa tapatío y pedalea a sus 75 años;06/02/2022;El Informador;Bicicleta;Vía recreactiva;Varios;https://www.informador.mx/jalisco/Don-Antonio-aprovecha-programa-tapatio-y-pedalea-a-sus-75-anos-20220206-0073.html
