medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
Notisistema,03/06/2021,Vecinos de la ciclovía Revolución piden obras alternas para su colonia,playwright,playwright,252,5.56,https://www.notisistema.com/noticias/vecinos-de-la-ciclovia-revolucion-piden-obras-alternas-para-su-colonia/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
Milenio,05/06/2021,"Realizan rodada en honor a Paola Alfaro, ciclista atropellada",trafilatura,trafilatura,2287,0.34,https://www.milenio.com/politica/comunidad/zapopan-realizan-rodada-honor-paola-alfaro,,"Paola Alfaro, de 25 años de edad, murió la mañana del viernes 4 de junio, luego de que fuera embestida por una pipa de Gas LP, en la colonia la Calma del municipio de Zapopan.
Pao, como le decían sus familiares y amigos, utilizaba la bicicleta como su medio de transporte, este viernes, ella se dirigía a su trabajo pero jamás llegó.
""Yo abro a las 10 de la mañana esa sucursal de Rafael Sanzio dónde se encuentra ella les digo porque no está, Paola tomó vacaciones algo le marcó al gerente y no me contesta llega a las 11 y digo hay que checar en dónde está Paola porque es una chica súper responsable donde no deja tirado el trabajo y no es algo común que llegué tarde, entonces lamentablemente no nos pudimos comunicar con ella en la mañana y nos da la noticia su mamá como cerca de la una de la tarde"", dijo Edgar Villanueva, jefe de Paola. 
La mamá de Paola, mencionó que minutos antes de su muerte, ella salió a despedir a su hija, y a pesar de que llevaba prisa, una cámara de video vigilancia de la zona del accidente, constató que la pipa embistió a su hija.
""Y a la carrera ya se iba y le di su bendición y hasta que dio la vuelta yo me meto a la casa pidiéndole siempre a Dios que estuviera siempre bien por el problema de qué habido de tanto ciclistas de qué mueren por los automovilistas que no los quieren porque ella iba bien hay una cámara donde se le cerró el de la pipa de gas y le echó el camión encima, ella iba bien a pesar de que iba con el tiempo siempre al tiempo porque estaba tan ocupada"", mencionó la mamá de Paola. 
En cuestión de horas, la muerte de Paola ya era conocida por todos los colectivos ciclistas de la zona metropolitana, motivo por el cual organizaron una rodada en su memoria, saliendo del parque de la Revolución hacia los cruces en donde perdió la vida.
Pasadas las 9 de la noche, el contingente de más de 300 ciclistas arribaron a los cruces de la avenida Tchaikovsky y Shumann.
En este cruce colocaron veladoras, flores y globos blancos.
El colectivo Bici Blanca, arribó también con la bicicleta en memoria de la joven, su papá fue el encargado de colocarla, mientras los presentes rezaron por el eterno descanso de Paola.
Hasta el momento, no se ha localizado al chofer de la pipa, ni al vehículo que estuvo involucrado en el accidente.
JMH"
Mural,05/06/2021,"Rinden homenaje a Paola, ciclista atropellada en La Estancia",trafilatura,trafilatura,462,0.78,https://www.mural.com.mx/rinden-homenaje-a-paola-ciclista-atropellada-en-la-estancia/ar2196826?v=2,,"COMUNIDAD
02 MIN 00 SEG
Gabriel Trujillo
Guadalajara, México (05 junio 2021) .-00:41 hrs
La mamá de Paola y otros familiares formaron con cal una cruz sobre el asfalto, donde aún habían manchas de sangre de la joven. Crédito: Gabriel Trujillo
Al menos 300 ciclistas bloquearon la Avenida Piotr Chaikovski, en Zapopan, para colocar veladoras y una bicicleta blanca en homenaje a Sandra Paola Alfaro Tovar, ciclista que murió atropellada la mañana de este viernes."
Mural,06/06/2021,Van 6 ciclistas muertos en 2021 por automovilistas,trafilatura,trafilatura,610,0.7,https://www.mural.com.mx/van-6-ciclistas-muertos-en-2021-por-automovilistas/ar2197148?v=2,,"COMUNIDAD
02 MIN 00 SEG
Grupo REFORMA
Guadalajara, México (06 junio 2021) .-05:00 hrs
Este viernes, la ciclista Paola Alfaro, murió atropellada por una pipa de gas en la Colonia La Estancia, en el municipio de Zapopan. Crédito: Gabriel Trujillo
La alta velocidad en la que circulan los vehículos y la falta de infraestructura en las calles son algunos de los factores que inciden mayormente en las causas que provocan accidentes letales para los ciclistas en el área metropolitana, explicó Yeriel Salcedo, integrante del colectivo Bicicleta Blanca, organización en pro de los derechos de la comunidad ciclista."
Mural,06/06/2021,Era Sandra Paola apasionada de la bicicleta,trafilatura,trafilatura,465,0.72,https://www.mural.com.mx/era-sandra-paola-apasionada-de-la-bicicleta/ar2197146?v=6,,"COMUNIDAD
02 MIN 30 SEG
Gabriel Trujillo
Guadalajara, México (06 junio 2021) .-05:00 hrs
Ciclistas colocaron veladoras en la Avenida Piotr Chaikovski en memoria de Paola, tras morir atropellada. Crédito: Gabriel Trujillo
Sandra Paola Alfaro Tovar fue la única de sus hermanos que de pequeña no tuvo una bicicleta, pero se convirtió en ciclista profesional. El viernes, el conductor de una pipa de gas la atropelló, truncando su carrera y dejando huérfana a su hija."
Pasajero 7,07/06/2021,"EN EL AMG SE REALIZAN 28,035 VIAJES EN BICICLETA EN LAS PRINCIPALES CICLOVÍAS",trafilatura,trafilatura,4750,1.21,http://www.pasajero7.com/amg-realizan-viajes-bicicleta-principales-ciclovias/,,"De acuerdo al aforo realizado por la Agencia Metropolitana de Servicios de Infraestructura para la Movilidad del AMG (AMIM), en un día típico entre semana, se realizan 28,035 viajes en bicicleta en las principales ciclovías de la metrópoli, lo que significa que cada 15 minutos hay 438 viajes que no generan emisiones contaminantes.
Del total de ciclovías, las que registraron la mayor cantidad de ciclistas son Paseo Alcalde, ciclovía instalada en 2018 con 5.04 km entre la Glorieta La Norma y la avenida Revolución; en segundo lugar la ciclovía de López Cotilla, instalada en 2015 con 3.14 km entre Av. de los Arcos y Av. Federalismo y, en tercer lugar, el municipio de Zapopan, la ciclovía de avenida Santa Margarita, con 5.59 km desde avenida Tesistan hasta la entrada al Tec de Monterrey.
La distribución por municipio refleja que en Guadalajara se realizan el 61% de los viajes, seguido de Zapopan con el 26%, Tlajomulco con el 9% y Tonalá y Tlaquepaque ambas con el 2%.
Se observan dos momentos importantes de incremento en el flujo de ciclistas, el primero entre las 7:00 am y las 9:45 am, y el segundo entre las 4:15 pm y las 7:30 pm; en ambos horarios, el aforo de ciclistas superó la media general de 438 viajes cada 15 minutos a un aproximado de 730 cada 15 minutos.
Desde la AMIM, este año se realizan programas para promover el uso de la bicicleta entre la población femenina, ya que de acuerdo al estudio realizado el 90% son hombres y el 10% mujeres; con Mi Pasaje Apoyo a Mujeres se han destinado membresías gratuitas para el programa MiBici Pública y se les impartirá un taller de biciescuela para que se muevan con seguridad por las ciclovías.
Por tipo de bicicleta, la de montaña fue la más usada por los ciclistas aforados, las unidades de MiBici Pública registraron el 8.5% de los casos.
El aforo se realizó durante 16 horas en 41 ciclovías del AMG. Actualmente se cuenta con 187 kilómetros de infraestructura ciclista y 116 kilómetros de carriles prioridad, la selección se realizó de acuerdo a las ciclovías con mayor flujo de ciclistas.
Encuesta de percepción
En los puntos de aforo se les aplicó a 410 ciclistas la encuesta para conocer percepción y hábitos de uso de la bicicleta; el 84% mencionó usar la bicicleta como su principal medio de transporte y el 72% señaló usarlo todos los días de la semana.
Del total de entrevistados, el 58% tienen más de 3 años usando la bicicleta, aspecto que indica un amplio arraigo, siendo estos los usuarios más experimentados y avanzados, le sigue el 24% de usuarios que con 1 a 3 años de uso del medio de transporte; este grupo representa a los usuarios que de alguna forma han consolidado el uso de la bicicleta de manera cotidiana.
Te podría interesar: MiBici tienen 275 unidades nuevas
Además, se observó un grupo de nuevos usuarios de bicicleta que representa el 17% y que tienen usando este medio de transporte menos de un año, la cifra demuestra que la bicicleta se convirtió en una opción para la movilidad durante y después de la pandemia al ser un transporte individual y de bajo costo.
El porcentaje de nuevos entrantes representa la curva de crecimiento que está experimentando la red de ciclovías en el AMG.
El 78% de los encuestados se sienten seguros de moverse por la infraestructura ciclista del AMG; la mayoría destacan entre sus beneficios los rápidos desplazamiento y el ahorro en el gasto para transporte; el 99% planea seguir usando la bicicleta como su medio de transporte en el futuro.
Celebración a nivel mundial
El pasado 3 de junio se celebró en todo el mundo a la bicicleta como transporte sustentable, económico y saludable. Esta conmemoración se ha implementado para contribuir con la disminución de las emisiones que generan los vehículos de motor, reducir los tiempos de viaje y mejorar la condición física.
El estado de Jalisco ha impulsado su uso como parte del Programa de Infraestructura para la Movilidad Activa, fortaleciendo al Sistema de Bicicleta Pública MiBici, así como renovando y expandiendo la infraestructura ciclista.
Por estas acciones y desempeño de políticas de movilidad en bicicleta, la ciudad de Guadalajara ocupa el primer lugar en el más reciente Ranking Ciclociudades del Instituto de Políticas para el Transporte y el Desarrollo (ITDP), donde analizaron la información del uso de la bicicleta en 31 ciudades mexicanas.
MiBici, considerado el segundo sistema de bicicletas públicas a nivel nacional, abarca más kilómetros con la llegada de nuevas estaciones y bicicletas; así también, se renueva la infraestructura ciclista con la reciente modernización de más de 8 kilómetros en la ciclovía de Federalismo y los trabajos de mantenimiento correctivo en las ciclovías de Arcos, López Cotilla, La Paz y Marcelino García Barragán."
Canal 44,08/06/2021,Apenas se terminó la remodelación en Federalismo y la ciclovía ya presenta varios desperfectos,error,error,0,12.24,https://www.youtube.com/watch?v=H267inNXuP0,,
Mural,08/06/2021,Revive Paola eterno reclamo de ciclistas,trafilatura,trafilatura,162,0.49,https://www.mural.com.mx/revive-paola-eterno-reclamo-de-ciclistas/ar2198369,,La muerte de Paola Alfaro revivió el eterno reclamo de los ciclistas de mejorar las condiciones de movilidad en la Ciudad para que ellos puedan transitar seguros.
Notisistema,09/06/2021,Corrigen señalamientos de la ciclovía de avenida Federalismo,playwright,playwright,252,6.05,https://www.notisistema.com/noticias/corrigen-senalamientos-de-la-ciclovia-de-avenida-federalismo/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
Quadratin,09/06/2021,Fomenta IMSS Jalisco uso de bicicleta para mejorar la salud,trafilatura,trafilatura,2835,0.41,https://jalisco.quadratin.com.mx/sucesos/fomenta-imss-jalisco-uso-de-bicicleta-para-mejorar-la-salud/,,"Fortalece Semar acciones para mantener limpias las playas en Vallarta
                
                
Guadalajara, Jal. a 29 de agosto de 2026            
        
              09 de junio de 2021                  
            
 , 
             
              11:58 
            
          
            
            Redacción/Quadratín Jalisco            
          
        GUADALAJARA, Jal., 9 de junio de 2021.- Los cuatro Centros de Seguridad Social (CSS) del Instituto Mexicano del Seguro Social (IMSS) en Jalisco, cuentan con el programa BicIMSS, que consiste en la programación mensual de actividades relacionadas con el ciclismo; la finalidad es fomentar la convivencia familiar y el mejoramiento de la salud.
El director del CSS en Ciudad Guzmán, Enrique de la Torre Carillo, dijo que, en el caso de su unidad, las rodadas se llevan a cabo la última semana de cada mes y está abierta a derechohabientes y no derechohabientes desde los seis hasta los 99 años de edad. Cada persona asiste con su propia bicicleta a un recorrido guiado por un experto en Educación Física.
“El principal objetivo es la integración con las familias. Los beneficios físicos son el mejoramiento del tono muscular, el mejoramiento de la frecuencia cardiaca a base de la actividad aeróbica, además mejoran la postura, el sistema inmunológico, y lo principal es que podamos relacionarnos con las demás personas en un ambiente de comunidad”, aseveró.
En el marco del Día Mundial de la Bicicleta (03 de junio), De la Torre Carrillo aclaró que todas las actividades de los CSS se realizan bajo los protocolos marcados por el Sector Salud de acuerdo al semáforo de cada estado por contagios de COVID-19, tales como sana distancia, uso de cubre bocas y de alcohol gel al 70 por ciento.
Invitó a la población de Guadalajara, Ocotlán, Lagos de Moreno y Ciudad Guzmán, a acercarse a los Centros de Seguridad Social del IMSS Jalisco que se encuentran en sus municipios para conocer las actividades que realizan relacionadas con el uso de la bicicleta, a fin de fomentar esta actividad física, siempre bajo las medidas de seguridad y autoprotección adecuadas.
“No es de carácter competitivo, la recomendación es que si la persona tiene alguna condición especial de salud, acuda al médico para que la evalúe y le diga si es apta para realizar este o cualquier otro ejercicio que implique esfuerzo físico. Hay que llevar siempre ropa adecuada de preferencia deportiva o de algodón, calzado plano tipo tenis e hidratarse con agua simple antes, durante y después de la actividad, todo esto para incidir en la salud de manera positiva”, finalizó.
Denuncia Morena ilegalidad en recuento de votos en Tamaulipas
              
                                  
                
                 Johan Álvarez debutará en la cartelera Tributo a los Reyes en el Jalisco"
Milenio,10/06/2021,Conductor de pipa que atropelló y mató a ciclista en Zapopan sigue prófugo,trafilatura,trafilatura,1047,0.32,https://www.milenio.com/politica/comunidad/zapopan-chofer-pipa-atropello-mato-ciclista-profugo,,"El conductor de una pipa gas LP, que el pasado 4 de junio atropelló y causó la muerte de una ciclista en la colonia La Estancia, continúa prófugo, así lo dio a conocer el fiscal de Jalisco Gerardo Octavio Solís Gómez.
Por su parte el Director General en Investigación Especializada, Guillermo Flores Tovar quien aclaró que desde que sucedieron los hechos iniciaron la carpeta de investigación; aseguró que el causante fue identificado mediante las imágenes del C5.
“Esta persona se encuentra prófuga de la acción de la justicia, la carpeta se encuentra ya judicializada y estamos a la espera de poder concretar algunos avances de la investigación para poder tener a esta persona ante el órgano jurisdiccional”, explicó.
La víctima fue identificada como Paola Alfaro, una amante del ciclismo de aproximadamente 20 años de edad.
Cabe recordar que colectivos ciclistas se reunieron la noche de los hechos, para exigir justicia en el caso de Paola, quien fue embestida luego de que el operador de la pipa diera vuelta a la derecha sin darse cuenta.
MC"
Milenio,11/06/2021,Siempre atento y con casco puesto: conoce medidas para ciclismo urbano seguro,trafilatura,trafilatura,2609,0.38,https://www.milenio.com/politica/comunidad/como-andar-en-bicicleta-en-guadalajara-manual-de-recomendaciones,,"Andar en bicicleta en Guadalajara va más allá de la Vía Recreactiva y es que muchos tapatíos optan por trasladarse en dos ruedas por las calles de la ciudad, sin embargo los riesgos son varios y por ello te compartimos algunos consejos plasmados en el Manual de ciclismo urbano publicado en 2016 por el gobierno estatal.
En la pirámide la movilidad, los peatones y luego ciclistas llevan prioridad sobre transporte público y autos particulares, sin embargo al circular hay que tomar una serie de precauciones.
¿Qué es necesario antes de salir a circular en bicicleta?
Debes portar casco y ropa en colores vistosos como rojo, amarillo, verde o azul. No cargues cosas en sus manos y lleva una mochila si llevas carga. Revisa los frenos y llantas de tu bici antes de salir.
También evita distracciones como usar audífonos o contestar llamadas al pedalear.
⚠ Como ciclistas debemos respetar el sentido de las calles para tener una movilidad más segura. ⚠ 
Conoce aquí tus derechos y obligaciones al moverte por la ciudad. ???? ???? ???? pic.twitter.com/xIzOWpEUrp
¿Cómo circulo en bicicleta en calles y ciclovías?
Es importante que avances de forma recta en el sentido de la vía, sin titubear y respetando la distancia de 1.5 metros entre vehículos. Al rebasar debe ser por la izquierda y si cambias de carril avisa con las señas adecuadas
Si eres mayor de 12 años y debes circular por la banqueta, baja de tu bicicleta y evita abordarla en este espacio para peatones.
Puede resultar intimidante, pero debes tomar el carril derecho de la vía sin ir a los extremos para evitar alcantarillas y menor visibilidad ante automovilistas.
De existir, usa ciclovías u otra infraestructura para tu bici y así reducir riesgos.
Siempre comunica tus movimientos a los otros vehículos con las siguientes señas.
Si vas a rebasar a otro ciclista, avisa verbalmente que lo harás siempre por la izquierda
También es útil dar aviso a otros ciclistas sin notas algún factor de riesgo en el camino.
¿Cómo reaccionar ante conductores imprudentes?
Si te topas con algún conductor que no lleva la mejor actitud y te pone en riesgo con su forma de llevar su auto, siempre mantén la calma y no te enfrentes. Se recomienda hacer contacto visual con la persona y en caso de estar detenido, comentarle que sus movimientos te ponen en riesgo y despedirse de manera amable.
Si te ves envuelto en un percance con un peatón, detén tu camino, mantén la amabilidad y si se trata de un hecho leve, discúlpate en caso de que sea tu responsabilidad.
Si encuentras peatones usando la ciclovía, no les grites y pide que se retiren sin confrontarles.
SRN"
El informador,13/06/2021,"En pandemia, ahorra hasta dos mil pesos al mes en gasolina con MiBici ",trafilatura,trafilatura,3388,0.15,https://www.informador.mx/En-pandemia-ahorra-hasta-dos-mil-pesos-al-mes-en-gasolina-con-MiBici-l202106130001.html,,"En pandemia, ahorra hasta dos mil pesos al mes en gasolina con MiBiciÂ
La mitad de los hogares que están cerca de éstas cuenta con al menos una bicicleta.Cada vez más ciudadanos optan por ahorrar dinero en gasolina y ejercitar el cuerpo
Hace mÃ¡s de aÃ±o y medio, Eduardo obtuvo su primera llave de MiBici. La sacÃ³ por recomendaciÃ³n de un amigo y la utilizaba de vez en cuando para hacer pendientes cerca de su casa sin preocuparse por no saber dÃ³nde dejar la suya o que no fueran a robÃ¡rsela, ademÃ¡s de que tenÃa una motocicleta para los viajes mÃ¡s largos.
Pero debido a la pandemia incrementÃ³ el uso de MiBici para ahorrar dinero, ya que el lugar en donde trabajaba cerrÃ³ varios meses y Ã©l no tenÃa recursos suficientes para solventar la gasolina de su moto.
AsÃ que, de usarla de vez en cuando, pasÃ³ a ser su transporte principal. Con ello logrÃ³ ahorrar hasta dos mil pesos de combustible en los meses mÃ¡s crÃticos de la pandemia, ademÃ¡s de que se acostumbrÃ³ a hacer viajes mÃ¡s extensos.
En su opiniÃ³n, el sistema de MiBici es una buena opciÃ³n para trasladarse por la ciudad porque cubre las zonas bÃ¡sicas en las que Ã©l se mueve, ademÃ¡s de que sabe que usualmente habrÃ¡ bicicletas disponibles y que no debe preocuparse por reparar su propia unidad si Ã©sta le llega a fallar.
âPuedo ir a todos los lados por donde me muevo aunque no todas las bicicletas estÃ©n en buen estado. A las tortillas, al tianguis o a comprar lo que necesito para el trabajo sin preocuparme que me roben la mÃaâ.
Sin embargo, opinÃ³ que todavÃa hay algunas fallas como mantener un mejor control en el desahogo de estaciones para garantizar espacios disponibles o que amplÃen el tiempo en que Ã©stas se pueden utilizar, pues ocasionalmente pierde tiempo buscando un espacio.
Aprovechan la cercanÃa de ciclovÃas para guardar el auto
Desde hace ocho aÃ±os, Hugo comenzÃ³ a moverse en bici por la ciudad. Ãl vive cerca de una ciclovÃa que conecta dos mÃ¡s hasta su trabajo, lo cual le beneficia para que sea este su medio de transporte usual.
Ãl tiene dos bicicletas. Una la utiliza para moverse por la ciudad y una mÃ¡s para hacer rutas los fines de semana a manera de deporte y recreaciÃ³n.
Y aunque tambiÃ©n tiene un automÃ³vil, Ã©ste suele usarlo sÃ³lo cuando sabe que tendrÃ¡ que recorrer distancias extensas o que su tiempo de traslado es limitado.
SegÃºn el estudio âCÃ³mo se mueven los ciclistas en el AMG 2020â de la Agencia Metropolitana de Servicios de Infraestructura para la Movilidad (AMIM), en al menos la mitad de hogares ubicados cerca de las ciclovÃas de la Zona Metropolita de Guadalajara hay al menos una bicicleta.
La Agencia hizo un diagnÃ³stico en los hogares que estÃ¡n en una Ã¡rea de influencia de 300 metros de la red ciclista con una encuesta domiciliaria en 223 casas y 77 negocios.
A partir de Ã©sta se encontrÃ³ que 44% de los domicilios tiene al menos un automÃ³vil, mientras que en 45% hay entre una y dos bicicletas. El estudio tambiÃ©n revelÃ³ que, de los domicilios entrevistados, 57% pedalea para trasladarse, cuatro de cada 10 lo hacen como medio de transporte principal, tres de cada 10 para ir a su trabajo y el resto como medio de entretenimiento y recreaciÃ³n.
En cuanto a los negocios, se pudo conocer que 23% de los establecimientos utiliza bicicletas para repartir o implementar sus servicios, realizando aproximadamente 11.5 viajes a la semana.
MQ"
Mural,13/06/2021,Ruedan en Guadalajara por la igualdad,trafilatura,trafilatura,417,0.64,https://www.mural.com.mx/ruedan-en-guadalajara-por-la-igualdad/ar2201803?v=3,,"COMUNIDAD
02 MIN 00 SEG
Grupo REFORMA
Guadalajara, México (13 junio 2021) .-05:00 hrs
La rodada por el mes del Orgullo transitó desde Arcos Vallarta hasta Plaza Liberación. Crédito: Ángel Llamas
Alrededor de 50 personas, por la diversidad sexual, realizaron una rodada en bicicleta que partió de Arcos Vallarta a las 19:00 horas para llegar a Plaza Liberación, actividad que se realizó con motivo del Mes del Orgullo."
Cronica Jalisco,14/06/2021,Suman voluntades para concretar ciclovías,error,error,0,139.3,chrome-error://chromewebdata/,"ConnectTimeout: HTTPSConnectionPool(host='www.cronicajalisco.com', port=443): Max retries exceeded with url: /notas-suman_voluntades_para_concretar_ciclovias-108900-2021 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f06be54aad0>, 'Connection to www.cronicajalisco.com timed out. (connect timeout=5)'))",
Notisistema,14/06/2021,"Pese al aumento de vigilancia, continúan los asaltos a ciclistas en Mariano Otero",playwright,playwright,252,5.88,https://www.notisistema.com/noticias/pese-al-aumento-de-vigilancia-continuan-los-asaltos-a-ciclistas-en-mariano-otero/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
Mural,16/06/2021,Mueren más ciclistas en calles de Zapopan,trafilatura,trafilatura,381,0.74,https://www.mural.com.mx/mueren-mas-ciclistas-en-calles-de-zapopan/ar2203346,,"COMUNIDAD
02 MIN 30 SEG
Violeta Meléndez
Guadalajara, México (16 junio 2021) .-05:00 hrs
La última víctima fue Paola Alfaro, fallecida el 4 de junio tras ser arrollada por una pipa de gas en La Estancia. Crédito: Archivo
Con 13 muertes en lo que va del actual trienio, Zapopan lidera en el Área Metropolitana de Guadalajara en accidentes con desenlace fatal para ciclistas urbanos."
Notisistema,16/06/2021,"Detienen a sujeto, presuntamente involucrado en ataques a ciclistas en Mariano Otero",playwright,playwright,252,5.79,https://www.notisistema.com/noticias/detienen-a-sujeto-presuntamente-involucrado-en-ataques-a-ciclistas-en-mariano-otero/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
Mural,20/06/2021,Padecen ciclistas atracos en Mariano Otero,trafilatura,trafilatura,390,0.73,https://www.mural.com.mx/padecen-ciclistas-atracos-en-mariano-otero/ar2206069?v=4,,"COMUNIDAD
01 MIN 30 SEG
Violeta Meléndez
Guadalajara, México (20 junio 2021) .-05:00 hrs
Los ciclistas temen que sigan los atracos. Crédito: Archivo
Entre las 6:00 y 8:00 horas, los ciclistas que acuden al Bosque La Primavera son blanco de robos a mano armada en Prolongación Mariano Otero, antes de llegar a la caseta de ingreso, por lo cual piden mayor vigilancia y operativos en la zona."
Publimetro,24/06/2021,Capturan a tres ladrones de bicicletas de lujo en Guadalajara,trafilatura,trafilatura,392,1.25,https://www.publimetro.com.mx/,,"Activan contingencia ambiental en CDMX y Edomex por altos niveles de ozono
Por Antonio Ramírez
Activa las notificaciones
La luchadora chilena recuperó el Campeonato Mundial Femenino de WWE en su casa
Por Irving Chávez
Cargando ediciones...
Más de 20 años en Visa y dos países liderados: así llegó Francisco Valdivia a dirigir la operación en México, después de vivir la revolución tecnológica"
Lider 919,06/07/2021,Recorrido ciclista al desnudo en Guadalajara se realizará el próximo sábado,error,error,0,4.65,https://lider919.com/recorrido-ciclista-al-desnudo-en-guadalajara-se-realizara-el-proximo-sabado,HTTP 404,
El Occidental,14/07/2021,"Glorieta del Charro y Circunvalación, puntos más inseguros percibidos por ciclistas",trafilatura,trafilatura,360,0.93,https://oem.com.mx/eloccidental/local/glorieta-del-charro-y-circunvalacion-puntos-mas-inseguros-percibidos-por-ciclistas-15907919,,"Localmiércoles, 14 de julio de 2021
De los más de 25 mil 200 usuarios de la bicicleta en total, se logró entrevistar a 468 personas
LOCAL
Mirza Flores acusa a Morena de “grillar” y lucrar políticamente con el tema del agua
El delito por el que fue denunciado Eduardo N, es por acoso sexual
La víctima está protegida y hasta el momento se desconoce su identidad"
Notisistema,14/07/2021,Tumban árboles para que quepa la ciclovía de avenida Revolución,playwright,playwright,252,5.44,https://www.notisistema.com/noticias/tumban-arboles-para-que-quepa-la-ciclovia-de-avenida-revolucion/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
NTRGuadalajara,15/07/2021,Exhiben ciclistas zonas inseguras,trafilatura,trafilatura,2355,0.49,https://www.ntrguadalajara.com/post.php?id_nota=169030,,"Los puntos más inseguros para los ciclistas en Guadalajara son el cruce de Circunvalación y Juan Pablo II y la glorieta del Charro, según la Encuesta de Hábitos y Percepción Ciclista 2020, presentada ayer por el ayuntamiento tapatío.
El tercer punto más inseguro cambia según el sexo. Los hombres señalaron que es Circunvalación y la calzada Independencia, mientras que las mujeres refirieron que es Álvaro Obregón y Esteban Loera, en Oblatos.
En total, la encuesta consideró entrevistas a 468 ciclistas; de esta cifra, el 11 por ciento es mujer.
La coordinadora de Educación Vial del Ayuntamiento de Guadalajara, Silvina Razo, mencionó que los usuarios de la bici sienten principalmente inseguridad por falta de infraestructura ciclista, cruces peligrosos y delincuencia.
“Estas dos primeras tienen que ver con características de la infraestructura que hoy acompaña a la ciudad y que es susceptibles de ser modificada a favor de mejorar su efectividad”, acotó.
En la encuesta también se preguntó sobre acoso. Entre las mujeres participantes 45 por ciento dijo que ha sido víctima a través de silbidos, miradas intimidantes o palabras altisonantes, mientras que el 23 por ciento de los hombres lo percibió por medio de agresiones verbales con palabras altisonantes, contacto físico y al ser perseguido.
De las mujeres encuestadas, 100 por ciento refirió que sus agresores eran hombres. Al preguntarle por sus agresores a ellos, 89 por ciento mencionó eran de su mismo sexo; 6 por ciento, de ambos sexos, y el resto, mujeres.
Por otro lado, Silvina Razo aclaró que el uso de la bicicleta acompaña a usuarios a lo largo de toda su vida, por lo que se puede desmitificar que sólo la usen los jóvenes: “Hoy por hoy la bicicleta es una opción para los traslados, sin importar la edad de las personas”.
El 35. 5 por ciento de los encuestados tiene más de 11 años usando la bici y otro 20 por ciento entre uno y tres años. La pandemia fue el detonante para algunos para utilizarla.
Finalmente, los participantes pidieron mejorar la infraestructura ciclista de la ciudad y ciclovías en calzada Independencia, Javier Mina, Circunvalación, Patria, Juan Pablo II y 8 de julio.
FRASE:
- “Hoy por hoy la bicicleta es una opción para los traslados, sin importar la edad de las personas”: Silvina Razo, Coordinadora de Educación Vial del Ayuntamiento de Guadalajara
jl/I"
Notisistema,17/07/2021,Mujeres ciclistas sufren acoso al circular por Guadalajara,playwright,playwright,252,6.12,https://www.notisistema.com/noticias/mujeres-ciclistas-sufren-acoso-al-circular-por-guadalajara/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
