medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
NTR Guadalajara,14/06/2020,Carril Bus-Bici de Hidalgo tiene un 50% de avance,trafilatura,trafilatura,812,0.26,https://www.ntrguadalajara.com/post.php?id_nota=150130,,"El Ayuntamiento de Guadalajara informó que el carril Bus-Bici, en avenida Hidalgo, tiene un 50 por ciento de avance en su construcción.
La directora de Movilidad y Transporte, Libertad Zavala Marín, informó que la ciclovía en avenida Hidalgo tendrá una distancia de 3.7 kilómetros, entre avenida López Mateos y el Centro Histórico.
Hasta el momento, los trabajos que se han concluido son de pintura y señalización a nivel de piso, aún faltan señalizar a nivel vertical, la colocación de lonas informativas.
En las lonas informativas, manifestó Libertad Zavala se incluirán detalles sobre los usuarios del carril Bus-Bici, y a qué velocidad se puede circular.
“El carril Bus-Bici será para ciclistas, calandrias y transporte público y quedará concluido a finales de mes”, indicó el Ayuntamiento de Guadalajara.
EH"
NTR Guadalajara,14/06/2020,Concluyen ciclovía emergente en avenida México,trafilatura,trafilatura,912,0.26,https://www.ntrguadalajara.com/post.php?id_nota=150129,,"La ciclovía emergente de avenida México fue concluida, mientras que la de avenida Hidalgo tiene un avance de 50 por ciento, informó el Ayuntamiento de Guadalajara.
La directora de Movilidad y Transporte, Libertad Zavala Marín, indicó que la ciclovía emergente tiene con fin apoyar en la disminución de los contagios de Covid-19 y garantizar formas de movilidad independiente.
La ciclovía emergente de avenida México está conformada por dos kilómetros lineales, entre avenida Juan Palomar y Arias, hasta la calle Teatro de la República.
“Lo que hicimos fue un proceso informativo con las comunidades vecinas; colocamos la señalización que es el balizamiento de manera horizontal en la pintura del piso, señalamos de manera vertical con señalamiento también y complementamos con elementos que configuran el espacio o que lo delimitan, como es el caso de los bolardo abatible amarillos”, explicó Libertad Zavala.
EH"
Pagina 24,14/06/2020,No cesan protestas por ciclovía en Guadalupe,trafilatura,trafilatura,2309,0.74,https://pagina24jalisco.com.mx/2020/06/14/local/no-cesan-protestas-por-ciclovia-en-guadalupe/,,"Vecinos y ciclistas enfrentan opiniones
El problema se agrava en la glorieta Chapalita debido a la “histórica ausencia” de la policía vial, que jamás puso orden en la zona, lamentaron habitantes
Por Rafael Hernández Guízar
Nuevamente hubo manifestación de vecinos y ciclistas en avenida Guadalupe con opiniones encontradas por la instalación de la ciclovía.
Al filo de las 6:30 de la tarde del viernes, un enorme caos vial se dio por la avenida ante la insistencia de vecinos por hacer notar sus inconformidades ante la instalación de esta vía ciclista que reducen de tres a sólo dos carriles de circulación para automóviles y camiones.
Sin embargo, tras dar un recorrido por la avenida desde el Periférico hasta la glorieta Chapalita, todo esto en el municipio de Zapopan, constatamos que es debido a los comercios mayormente bares y restaurantes gran parte del caos vehicular, según lo confirmó Gerardo García, vecino de la zona y usuario de la bicicleta.
“Ahorita el asunto es incentivar o educar al conductor a que no haga eso, ve los de Rappid y a los de Uber –repartidores de comida por plataformas de internet–, están apilados como si fuera un estacionamiento, pero no es un lugar de estacionamiento, y claro los carros, es lo de siempre, una o dos filas, en un lugar que es nada más de dos carriles, entonces cuánto queda, pues nada más uno para circular; aquí el problema no creo que haya sido la ciclovía, el problema es que se sigue permitiendo que se estacionen así, porque eso es desde siempre, no aparece el problema con la ciclovía”.
Resaltó que es indiscutible la necesidad de qué la policía vial se haga presente, para aplicar la ley de movilidad y así multar a todos los que causan este conflicto.
“Pues básicamente que vinieran hicieran su trabajo, porque definitivamente no es justo que suceda esto, además aquí el problema que vemos no es del diseño de la ciclovía, aquí el problema es del usuario de la avenida, es el usuario que está fallando entonces la única manera de que esto cambie pues es que la autoridad haga lo que le toca”.
Sin embargo, el tráfico desde la glorieta Chapalita hasta el anillo periférico se ha hecho cada vez más complicado, siendo esto el centro de la protesta de las personas que habitan en las distintas colonias que se ubican a lo largo de todo el corredor."
Pasajero 7,13/06/2020,GUADALAJARA ENCABEZA EL RANKING DE 31 CIUDADES QUE IMPULSAN EL USO DE LA BICICLETA,trafilatura,trafilatura,3231,1.0,http://www.pasajero7.com/guadalajara-encabeza-ranking-31-ciudades-impulsan-uso-la-bicicleta/,,"De acuerdo al estudio realizado por Instituto de Políticas para el Transporte y el Desarrollo México (ITDP, por sus siglas en inglés) sobre el impulso de la bicicleta en 31 ciudades del país, es Guadalajara la que mejor ha trabajado en promover este medio de movilidad sustentable y en adecuar la ciudad para seguridad de sus usuarios.
Por primera vez el estudio contemplo medidas implementadas para hacer frente a la pandemia, por lo que se calificaron se las acciones que las principales ciudades del país han llevado a cabo para fomentar el uso de la bicicleta como un transporte seguro, que garantiza la sana distancia, como respuesta a los nuevos comportamientos que exige la nueva normalidad, que implica saber convivir con el virus en tanto no exista una vacuna que garantice inmunidad.
La evaluación hecha por el ITDP se basa en 11 ejes y 47 indicadores que asignan 100 puntos, según el nivel de cumplimiento. Los ejes son: cambio climático, capacidad institucional, educación y promoción, intermodalidad, inversión, monitoreo y evaluación, otros incentivos, planeación urbana, red de movilidad en bicicleta, regulación y seguridad vial.
Los resultados posicionaron a Guadalajara en primer lugar de esta edición, con 73 de 100 puntos. Pero no solo eso, fue de las urbes que más creció en su puntaje con respecto a la evaluación anterior, en la que obtuvo apenas 38. De hecho, es la metrópoli que más incrementó su puntaje del ranking de 2018 al de 2019, con 35 puntos de diferencia.
Guadalajara obtuvo sus puntajes más altos en los ejes de cambio climático, capacidad institucional y educación y promoción, con 100 por ciento de cumplimiento. Los más bajos fueron en inversión, monitoreo y evaluación y otros incentivos, con 50, 55 y 50 por ciento, respectivamente.
- Podía interesarte: Comienzan los trabajos de la ciclovía emergente en av. México
La CDMX
El segundo lugar fue para la Ciudad de México, que desde el ranking de 2013 había sido la urbe con mayor puntaje en las políticas para impulsar el uso de la bicicleta como modo de transporte. Si bien la capital mexicana aumentó sus calificación con respecto al 2018, al pasar de 63 a 67 puntos, no le alcanzó para mantener el liderato histórico.
En el caso de la Ciudad de México, el puntaje más alto fue en los ejes de cambio climático, con 100 por ciento; regulación, con 94 por ciento y planeación urbana con 78 por ciento. Los más bajos fueron inversión, red de movilidad en bicicleta y monitoreo y evaluación, con 50, 50 y 45 por ciento, respectivamente.
Sin embargo, la Ciudad de México es parte de la Zona Metropolitana del Valle de México, que tiene una población de 20.8 millones de habitantes en una superficie de siete mil 866 kilómetros cuadrados, mientras que la Zona Metropolitana de Guadalajara tiene apenas 4.7 millones de habitantes, que no alcanzar a sumar la población total solamente de la capital mexicana.
El tercer puesto en el ranking fue para la ciudad de Zapopan, Jalisco con 66 puntos; le siguieron Morelia, Michoacán y León, Guanajuato, con 55 puntos; Hermosillo, Sonora, con 47 puntos; Puebla, Puebla, con 46; Metepec, Estado de México y Tlaquepaque, Jalisco, con 41 puntos. El resto de las urbes se quedaron por debajo de los 40 puntos."
Pagina 24,12/06/2020,Que ciclovía vaya por camellón: Vecinos de avenida Guadalupe,trafilatura,trafilatura,3172,0.46,https://pagina24jalisco.com.mx/2020/06/12/local/que-ciclovia-vaya-por-camellon-vecinos-de-avenida-guadalupe/,,"De por sí el tráfico es horrible en la zona, critican
Por Rafael Hernández Guízar
De nueva cuenta causó polémica la ciclovía que se construyó sobre avenida Guadalupe en Zapopan: mientras que colectivos la aplauden, vecinos la repudian.
Francisco Rosas, uno de los habitantes de la zona, indicó que rechazan tajantemente el proyecto propuesto por el ayuntamiento de Zapopan, no quieren que la vía quite un carril de circulación para los vehículos.
“Ya le pedimos apoyo a Lemus porque nos quieren quitar un carril, ya tuvimos un colapso en el tráfico y eso que estamos en pandemia, que no estamos funcionando al 100, les pedimos por favor que nos escuchen, porque estamos a favor de la ciclovía, pero queremos que la reestructuren, podemos hacer algo muy bonito en el centro del camellón, algo como en Providencia; que por favor piensen en los ciclistas también, porque aquí se hace un río cuando llueve y lo que queremos es apoyo”, dijo.
Y agregó: “El movimiento es pacífico, lo que queremos es que nos escuchen por favor; Lemus por favor, escúchenos, la problemática es fuerte: cómo van a circular las ambulancias, la policía, tenemos aquí a la policía y a los bomberos, están abriendo edificios verticales por todos lados, están por abrir una plaza en Rafael Sanzio; cómo van a hacer para circular. Por eso les pedimos apoyo para que restructura en la ciclovía. La mejor opción será en el centro (del camellón)”.
Según los vecinos, no están en contra de la instalación de la ciclovía como tal, sino de la manera en la que el ayuntamiento Zapopan la propone, pues piden que la misma corra por el centro de la avenida, sobre el camellón, y no por el carril de extrema derecha, pues reduciría de tres a sólo dos carriles esta tan transitada arteria vial.
“Tenemos un carril de más de 6 metros y ahí se puede hacer algo perfecto sin tumbar un árbol, también aclaro porque estamos favor de la ciclovía, pero no queremos que nos afectan en nuestro patrimonio, nosotros le pedimos apoyo para que nos ayuden y sea lo mejor”.
En tanto, algunos usuarios de la bicicleta y otra parte de los vecinos acudieron a la manifestación también que tuvo lugar ayer sobre la avenida Guadalupe al cruce con la calle Misión de Santo Tomás.
La ciclovía había sido anunciada tiempo atrás por el alcalde zapopano Pablo Lemus Navarro, y fue el 19 de mayo pasado cuando se inició el proyecto que conectará desde la zona poniente del municipio hasta la glorieta Chapalita en Guadalajara.
Dicho proyecto tendrá una extensión de 8.4 kilómetros en total, 4.2 por cada sentido, con una inversión de 14 millones de pesos.
Por cierto que según datos del ayuntamiento, en un periodo de tres años, se han incrementado los aforos ciclistas sobre esta avenida –Guadalupe– en 43 por ciento, sobre todo en horario matutino.
Destaca que en el caso hay opiniones totalmente divididas, pues mientras vecinos de la zona han manifestado su descontento a la instalación de la vía ciclista en la forma proyectada, otra gran cantidad de personas aplauden los trabajos que realizan los empleados del ayuntamiento, pues consideran que se trata de un carril confinado que les brindará seguridad para el uso de la bicicleta."
W Radio,11/06/2020,Ciclovía en camellón no es segura ni viable,trafilatura,trafilatura,3569,1.04,https://wradio.com.mx/emisora/2020/06/12/guadalajara/1591920204_308176.html,,"Ciclovía en camellón no es segura ni viable
Vecinos de avenida Guadalupe se oponen a que les quiten un carril, piden pongan la ciclovía en medio
Jalisco
Por: Giselle Soriano
Vecinos de la zona de Rafael Sanzio así como de Av. Guadalupe se manifestaron para externar su deseo para que la ciclovía emergente se realice por el camellón y no por el carril de baja velocidad, lo cual resulta inviable comentó, Jesús Carlos Soto, director de movilidad de Zapopan: “Pero no es el caso de Avenida Guadalupe donde tendríamos tres carriles en cada uno de los costados obligaríamos a los ciclistas a circular en medio de ellos en una avenida de 6 carriles en medio de ellos, lo cual haría los viajes sumamente indeseable, además de peligrosos por las imperfecciones los ciclistas se toparían con varios movimientos circulares, vueltas a la izquierda, retornos, que harían muy complicado su cruce al siguiente punto de continuación por el camellón, por eso mismo se recomienda la infraestructura a los costados derecho e izquierdo de la banqueta”. El director de movilidad señaló que plantear esta ciclovía por el camellón resulta bastante peligroso para los ciclistas ya que no es una zona 30 por lo que mantendrán un diálogo permanente con los ciudadanos.
Jesús Carlos Soto dijo se ha mantenido la socialización y diálogo directo con los vecinos y presidentes de colonias por la ciclovía emergente que se realiza por Av. Guadalupe: “Tuvo un proceso de socialización a las fechas anteriores, se recorrieron el 18 y el 19 de mayo y a lo largo de todo el corredor de Niño Obrero hasta Periférico. Se visitaron 324 predios y hemos tenido también llamadas telefónicas con diferentes representantes vecinales, videoconferencias también con presidentes de colonias que tuvieron una reunión importante la semana pasada a través de una plataforma digital donde dieron cuenta representantes de diferentes condominios”. Además se mencionó que habrá más reuniones con los vecinos para que puedan llegar a externar sus dudas e inquietudes.
En tanto ya se puede comenzar a usar la ciclovía emergente en Zapopan de Av.Niño Obrero y Guadalupe hasta Periférico, aunque el avance que se tiene como ciclovía permanente es del 60%, explicó el director de movilidad Jesús Carlos Soto: “Todavía nos falta ese 60% de ejecución, esperemos en un mes, mes y medio estar concluyendo sobre la otra pregunta, sí está contemplada en la siguiente fase de crecimiento de MiBici crecer el polígono que ya llega a la zona de Chapalita con 17 estaciones de MiBici hacia el entorno de la Univa por el canal de Santa Catalina cercano a Clouthier y avenida Patria”. Además comentó que se pretende colocar estaciones de MiBici en los próximos meses para promover la movilidad no motorizada.
Vecinos piden que no les quiten carriles
Personas que viven por la zona donde se encuentra la ciclovía emergente de Av. Guadalupe y Rafael Sanzio, externaron que no quieren que se elimine un carril de la vialidad con la ciclovía: “Bueno, nosotros le pedimos al ayuntamiento de Zapopan, a Pablo Lemus que no nos ha escuchado, que no nos ha querido dar voz, que no nos cierre un carril, que no nos quite un carril. Tenemos tres carriles de circulación en este tramo pasan camiones en este tramo de Guadalupe, entonces si nos quita un carril, la presión de los vehículos, el tránsito el tráfico va a ser enorme la contaminación”. Además señalaron que desean que el presidente de Zapopan, Pablo Lemus Navarro, los escuche para que no elimine una parte de la vialidad motorizada y se evite el tráfico que podría generar la ciclovía."
Lider 919,11/06/2020,Colectivo dice Sí a la Ciclovía de Avenida Guadalupe,error,error,0,3.65,https://lider919.com/colectivo-dice-si-a-la-ciclovia-de-avenida-guadalupe/,HTTP 404,
Quadratin Jalisco,11/06/2020,Aumentó 43% aforos en la ciclovía de Avenida Guadalupe en Zapopan,trafilatura,trafilatura,2673,0.54,https://jalisco.quadratin.com.mx/principal/aumento-43-aforos-en-la-ciclovia-de-avenida-guadalupe-en-zapopan/,,"Entregan cancha rehabilitada en Atemajac del Valle, en Zapopan
                
                
Guadalajara, Jal. a 29 de agosto de 2026            
        
              11 de junio de 2020                  
            
 , 
             
              12:38 
            
          
            
            Redacción/Quadratín Jalisco            
          
        ZAPOPAN, Jal., 11 de junio de 2020.- Con una extensión de 8.4 kilómetros, la ciclovía de Avenida Guadalupe que se comenzó a construir de manera emergente el pasado 19 de mayo para reducir el uso del transporte público ante la emergencia sanitaria del Covid 19, terminará sus adecuaciones en dos meses y conectará desde Niño Obrero hasta Anillo Periférico, informó el gobierno municipal de Zapopan.
Agrega que en un periodo de tres años, se han incrementado los aforos ciclistas sobre avenida Guadalupe, en 43 por ciento en horario matutino, es decir, de 371 a 655 viajes y un 33 por ciento en horario vespertino de 413 a 518 viajes.
Recuerda que este proyecto significa una inversión de 14 millones de pesos y contempla señalamiento horizontal, pintado de machuelo, bolardos abatibles, elementos de segregación de tipo trapezoidal, señalización vertical, plataforma de ascenso y descenso, y sustitución de rejillas peligrosas.
Esta ciclovía emergente en avenida Guadalupe que ha sido rechazada por algunos automovilistas, conectará con la ciclovía de Avenida Niño Obrero - Glorieta Chapalita - Avenida Arcos, la cual conecta con toda la infraestructura ciclista del centro de Guadalajara.
Ante las inquietudes, el gobierno zapopano añade que la dirección de Movilidad y Transporte, ha brindado atención y diálogo con habitantes, representantes vecinales y comerciantes de la zona, y socializó el proyecto previo a su arranque en calle y a través de reuniones virtuales, atención telefónica, redes sociales y whatsapp.
Agrega que el 3 de junio se efectuó una reunión virtual con 50 vecinos y funcionarios municipales de la dirección de Movilidad y Trasporte para la explicación a detalle del proyecto. Además, se facilitó a los vecinos los estudios y justificaciones técnicas del proyecto para su consulta.
Explicaron que en el caso de avenida Guadalupe, el trazo recto de la ciclovía implicaría necesariamente el derribo de arbolado y la reducción de capacidad de infiltración al subsuelo, dado que los camellones son áreas verdes o áreas arborizables, así como zonas de recarga hídrica.
Realizan cambios en SRE ante postulación de Seade para OMC
              
                                  
                
                 Alcanza CDMX índice de 12% en muertes por casos confirmados de Covid 19"
Mural,10/06/2020,Chocan' por ciclovía en Avenida Guadalupe,playwright,playwright,147,10.15,https://www.mural.co/chocan-por-ciclovia-en-avenida-guadalupe/ar1963567,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
El Informador,10/06/2020,Ciclovía en Guadalupe es riesgosa para ciclistas y colapsará la zona: vecinos,trafilatura,trafilatura,2967,0.15,https://www.informador.mx/jalisco/Ciclovia-en-Guadalupe-es-riesgosa-para-ciclistas-y-colapsara-la-zona-vecinos-20200610-0133.html,,"CiclovÃa en Guadalupe es riesgosa para ciclistas y colapsarÃ¡ la zona: vecinos
Considerán que la mejor opción es contruir la ciclovía en el camellón, sin necesidad de derribar árboles
00:06:23
Rodando entre los camiones y autos, Juan Vergara recorre a diario en bicicleta avenida Guadalupe desde San Pablo hasta el cerro de El Colli, lo que ya le ha hecho padecer accidentes: hace cuatro meses lo aventÃ³ una moto y fue a dar al suelo, por lo que estÃ¡ de acuerdo en la ciclovÃa. âCasi todos vamos para allÃ¡ (en bicicleta), aquÃ se ocupa muchoâ.
No obstante, vecinos de 42 cotos en los alrededores de avenida Guadalupe demandaron a las autoridades de Zapopan modificar el proyecto sobre dicha arteria, pues vaticinan que como se ha planteado es riesgosa para ciclistas y colapsarÃ¡ el trÃ¡fico, manifestÃ³ su vocero, Ricardo Oliveras UreÃ±a.
âNos han pedido entablar con el Ayuntamiento un diÃ¡logo, pero no se ha podido dar, las autoridades han estado cerradas a recibirnos. Queremos replantear el proyecto para hacer una ciclovÃa segura y no una ciclovÃa impuestaâ.
El vocero dejÃ³ en claro que no estÃ¡n en contra de la construcciÃ³n de carriles para bicicletas, sino que quieren que instalen la infraestructura en el camellÃ³n, lo cual se puede hacer sin la necesidad de derribar los Ã¡rboles.
La ciclovÃa se construye en los carriles que circulan hacia el PerifÃ©rico, por lo que tomarÃ¡ el espacio de uno, que es actualmente utilizado por el transporte pÃºblico.
Consideraron que, asÃ como se plantea, serÃ¡ riesgosa para los ciclistas porque en la avenida hay 18 cotos con ingreso y salida controlados, 10 centros comerciales y mÃ¡s de 300 negocios locales con estacionamientos de entrada de frente y salida en reversa.
âImplica que puedas tener en puntos ciegos al ciclista e incluso que el auto salga en reversa hasta el tercer carrilâ. Esto puede causar choques e interrupciones constantes del flujo vial.
AdemÃ¡s hay colegios donde los padres dejan y recogen a sus hijos en el primer carril, que al regreso a clases serÃ¡ en el segundo carril, por lo que solo quedarÃ¡ libre uno para que circule el transporte pÃºblico y vehÃculos particulares.
Para demostrar sus pronÃ³sticos, los vecinos han llevado a cabo varios simulacros en los que estacionan autos en dos carriles para demostrar lo que ocurrirÃ¡ al regreso a clases.
Estos bloqueos serÃ¡n constantes hasta que tengan respuesta de las autoridades. âNo aceptaremos que quiten un carril, porque es el carril del transporte pÃºblico actualâ.
Algunos pocos vecinos, como Carlo Paolo Rivera, estÃ¡n de acuerdo en la construcciÃ³n de ciclovÃa, pues este tipo de infraestructura debe ser fomentada. âOpino que sÃ lo hagan y que la gente entienda que ahora hay menos espacio, ahora que lo veo, la mayorÃa de la gente no ocupa tanto ese carrilâ.
LS
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
Lider 919,10/06/2020,"Entrega Ayuntamiento de Zapopan 140 bicicletas a los 14 mercados municipales, para promover el servicio a domicilio",error,error,0,3.23,https://lider919.com/entrega-ayuntamiento-de-zapopan-140-bicicletas-a-los-14-mercados-municipales-para-promover-el-servicio-a-domicilio/,HTTP 404,
Mural,06/06/2020,Piden vecinos planeación en ciclovía emergente,playwright,playwright,147,10.31,https://www.mural.co/piden-vecinos-planeacion-en-ciclovia-emergente/ar1960302?v=2,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
Canal 44,03/06/2020,"Para evitar contagios por covid-19 en traslados, ciudadanos optan por el uso de ciclovías",error,error,0,12.52,https://www.youtube.com/watch?v=Tsr9em0S1Ho,,
El Occidental,03/06/2020,La bicicleta gana terreno en medio de la pandemia por Covid-19,trafilatura,trafilatura,348,0.86,https://oem.com.mx/eloccidental/local/la-bicicleta-gana-terreno-en-medio-de-la-pandemia-por-covid-19-13165237,,"Localmiércoles, 3 de junio de 2020
Un estudio de la Universidad de Guadalajara revela incremento en las ventas de bicis
LOCAL
Mirza Flores acusa a Morena de “grillar” y lucrar políticamente con el tema del agua
El delito por el que fue denunciado Eduardo N, es por acoso sexual
La víctima está protegida y hasta el momento se desconoce su identidad"
Cronica Jalisco,03/06/2020,En el Día Mundial de la Bicicleta celebran que la ciudad tiene más de 100 kms de ciclovías,error,error,0,140.2,chrome-error://chromewebdata/,"ConnectTimeout: HTTPSConnectionPool(host='www.cronicajalisco.com', port=443): Max retries exceeded with url: /notas-en_el_dia_mundial_de_la_bicicleta_celebran_que_la_ciudad_tiene_mas_de_100_kms_de_ciclovias-99863-2020 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f06be549d10>, 'Connection to www.cronicajalisco.com timed out. (connect timeout=5)'))",
Lider 919,03/06/2020,Guadalajara celebra el Día Mundial de la Bicicleta,error,error,0,4.21,https://lider919.com/guadalajara-celebra-el-dia-mundial-de-la-bicicleta/,HTTP 404,
El Occidental,03/06/2020,Celebraron el Día de la Bicicleta alrededor del mundo,trafilatura,trafilatura,364,0.65,https://oem.com.mx/eloccidental/local/celebraron-el-dia-de-la-bicicleta-alrededor-del-mundo-pedales-moto-coches-13162883,,"Localmiércoles, 3 de junio de 2020
Aunque se ha trabajado en hacer conciencia, en México sigue el eterno debate del respeto al ciclista
LOCAL
Mirza Flores acusa a Morena de “grillar” y lucrar políticamente con el tema del agua
El delito por el que fue denunciado Eduardo N, es por acoso sexual
La víctima está protegida y hasta el momento se desconoce su identidad"
